26 1001
Gros Valerie
CNRS LSCE, Orme des Merisiers, Bat 701, 91 191 Gif sur Yvette, France, valerie.gros@lsce.ipsl.fr
"Ozone instrument; carbon monoxide instrument; Nitrogen oxides instrument; LHVP station"
MEGAPOLI winter campaign
1 1
2010 01 01 2010 10 27
5 min
Time (hours since 2010-01-01 00:00:00 +1:00 )
4
1. 1. 1. 1.
9999 9999 9999 9999
ozone O3  (ppbv)
CO (ppbv)
NO (ppbv)
NOx (ppbv)
9
Ozone was measured with a Thermo-Environnment 49C instrument
Carbon monoxide was measured with a Thermo-Environment 48i-TL instrument
Nitrogen monoxide and nitrogen oxides were measured with a Environment SA AC31M  instrument from LHVP
Please contact me for more details on the instruments
 -------------------------------------------------------------------------------------------
These data were generated or collected within the framework of  FP7/ MEGAPOLI and of the national ANR MEGAPOLI-PARIS 
The user agrees with the MEGAPOLI DATA EXCHANGE PROTOCOL
 -------------------------------------------------------------------------------------------
Time (UTC)	O3 (ppb)	CO (ppb)	NO (ppb)	NOx (ppb)
41,521	17,3	334,2	18,6	50,0
41,524	18,8	319,1	16,0	45,1
41,528	20,2	288,8	12,3	39,6
41,531	17,2	282,8	10,8	38,7
41,535	12,3	314,5	10,7	43,5
41,538	16,9	321,5	10,5	42,8
41,542	19,0	285,6	6,6	32,5
41,545	16,8	300,4	6,9	34,6
41,549	15,9	289,6	6,6	36,5
41,552	14,1	296,7	6,0	38,1
41,556	14,0	290,6	6,6	39,1
41,559	12,1	308,4	9,2	44,8
41,563	11,6	311,7	10,2	46,7
41,566	13,8	303,5	10,8	47,6
41,569	14,3	279,1	9,6	45,8
41,573	12,9	301,0	8,6	43,7
41,576	11,8	289,8	8,8	44,6
41,580	14,3	292,6	8,2	43,5
41,583	14,9	272,8	5,5	35,3
41,587	12,4	299,6	5,3	35,9
41,590	13,2	293,0	6,6	36,8
41,594	11,9	295,1	7,1	37,7
41,597	11,0	294,9	9,4	40,2
41,601	12,1	309,4	11,1	41,6
41,604	13,5	284,4	12,0	40,6
41,608	11,9	285,2	12,6	40,0
41,611	10,7	288,3	12,1	41,1
41,615	13,2	277,2	11,4	38,5
41,618	16,1	255,1	8,9	33,3
41,622	15,9	265,2	7,7	32,0
41,625	18,0	246,1	6,8	30,2
41,628	14,6	9999	6,6	29,8
41,632	10,7	9999	9,0	36,4
41,635	11,1	9999	14,1	45,2
41,639	9,6	9999	17,0	49,4
41,642	9,4	261,7	20,7	54,3
41,646	14,5	249,2	13,7	44,3
41,649	13,9	235,3	12,5	41,5
41,653	13,4	251,6	13,3	44,0
41,656	8,4	261,7	16,4	51,4
41,660	6,8	271,5	19,8	59,2
41,663	11,6	278,3	12,5	45,8
41,667	11,9	271,5	12,4	44,6
41,670	13,1	296,3	12,4	43,2
41,674	14,6	289,8	10,6	40,4
41,677	18,2	268,4	6,8	34,4
41,681	17,1	277,5	6,2	33,0
41,684	19,5	271,3	6,0	32,7
41,688	21,2	268,9	5,5	32,0
41,691	21,6	268,9	4,4	30,5
41,694	19,9	278,7	4,9	32,4
41,698	20,1	269,9	4,5	32,7
41,701	24,5	276,5	5,0	31,7
41,705	27,5	258,4	3,7	28,1
41,708	24,4	268,6	3,4	27,5
41,712	20,5	306,2	4,4	31,5
41,715	22,2	287,3	3,9	32,6
41,719	23,4	292,8	4,2	32,3
41,722	21,9	288,5	3,5	31,8
41,726	19,3	295,3	3,4	33,4
41,729	18,5	300,6	3,7	35,1
41,733	18,1	318,6	3,9	37,2
41,736	22,3	296,1	2,7	34,6
41,740	19,0	289,4	3,0	34,0
41,743	18,9	293,6	3,3	34,4
41,747	16,9	322,5	3,4	37,2
41,750	21,5	289,3	3,9	35,6
41,753	19,4	295,9	3,6	34,2
41,757	19,8	310,2	3,5	33,4
41,760	18,2	294,1	2,3	33,1
41,764	17,8	292,2	2,9	35,0
41,767	19,6	291,0	3,4	35,2
41,771	19,1	288,5	2,8	34,2
41,774	19,9	301,2	2,7	33,5
41,778	21,0	341,4	2,3	32,0
41,781	19,3	273,2	2,6	32,1
41,785	15,8	300,2	3,0	34,1
41,788	13,1	327,8	3,6	36,3
41,792	15,4	320,5	3,6	37,8
41,795	13,1	9999	3,6	38,4
41,799	11,0	9999	4,1	40,7
41,802	13,2	9999	4,5	42,5
41,806	16,1	9999	3,3	38,2
41,809	15,9	302,5	2,7	37,1
41,813	15,3	295,1	2,6	36,5
41,816	15,5	306,7	3,0	35,9
41,819	11,6	327,9	4,7	39,4
41,823	12,2	330,5	4,9	42,1
41,826	15,2	313,7	4,1	40,2
41,830	14,1	314,9	3,6	39,6
41,833	14,4	310,8	3,2	38,2
41,837	12,1	335,1	4,2	40,0
41,840	13,4	328,3	4,8	40,2
41,844	14,5	321,3	4,3	39,4
41,847	14,7	315,4	3,5	37,7
41,851	16,0	312,3	3,2	36,5
41,854	16,8	303,1	3,0	34,7
41,858	16,7	321,1	3,3	33,4
41,861	17,2	310,1	2,5	32,2
41,865	17,2	305,3	2,6	31,5
41,868	15,8	309,5	1,9	31,1
41,872	15,7	340,4	2,9	32,2
41,875	15,3	325,8	2,8	32,2
41,878	14,4	323,7	3,3	33,7
41,882	15,5	315,9	2,8	32,7
41,885	15,5	313,5	2,4	31,9
41,889	14,9	316,0	2,3	31,6
41,892	15,8	314,4	2,5	31,6
41,896	17,0	308,6	2,4	31,2
41,899	14,8	316,3	2,3	31,0
41,903	15,0	322,9	2,2	31,4
41,906	13,5	319,9	2,5	31,7
41,910	14,7	344,7	2,5	32,1
41,913	17,3	313,7	1,8	30,5
41,917	17,2	311,3	2,0	28,7
41,920	16,6	315,3	1,8	28,0
41,924	17,4	308,4	1,4	26,9
41,927	16,2	315,1	1,5	27,1
41,931	17,7	305,5	1,1	26,8
41,934	17,3	310,5	1,9	26,4
41,938	17,6	309,4	1,2	25,4
41,941	18,6	298,2	0,9	24,6
41,944	16,6	293,4	1,0	24,8
41,948	15,9	299,6	1,4	24,8
41,951	16,4	301,4	1,6	25,7
41,955	16,7	292,4	1,4	25,8
41,958	17,1	297,3	1,0	25,5
41,962	17,8	9999	1,1	24,4
41,965	18,4	9999	1,0	24,1
41,969	18,4	9999	1,0	23,1
41,972	18,0	9999	1,4	23,3
41,976	17,8	249,6	1,0	23,6
41,979	17,2	270,3	1,3	24,1
41,983	18,6	254,9	1,0	23,5
41,986	19,7	250,8	0,9	23,2
41,990	21,3	245,9	0,8	22,1
41,993	22,8	247,8	0,8	21,3
41,997	23,8	239,1	0,8	20,1
42,000	21,4	256,3	1,0	19,3
42,003	19,7	286,1	1,8	21,0
42,007	18,4	246,7	0,9	21,4
42,010	16,8	250,9	1,0	22,5
42,014	15,8	245,1	1,4	23,4
42,017	16,3	242,8	1,9	23,7
42,021	16,7	237,5	1,0	23,9
42,024	16,1	246,3	1,5	23,9
42,028	16,2	253,1	1,7	24,1
42,031	16,3	257,6	1,1	23,1
42,035	16,1	267,4	0,9	23,4
42,038	15,6	265,0	0,7	23,2
42,042	16,5	264,6	0,7	23,5
42,045	15,5	262,5	1,0	23,5
42,049	14,9	269,5	1,2	24,7
42,052	15,3	261,5	1,4	24,7
42,056	15,1	257,0	1,4	25,3
42,059	16,2	253,7	1,0	24,3
42,063	17,0	257,4	1,0	24,3
42,066	19,7	258,2	1,4	23,2
42,069	21,2	254,7	1,8	21,1
42,073	21,1	255,5	1,5	19,7
42,076	21,2	257,2	0,9	19,1
42,080	21,2	260,2	1,1	18,6
42,083	21,9	256,6	1,2	17,8
42,087	22,0	255,5	0,9	16,8
42,090	23,1	257,0	0,7	17,3
42,094	23,7	256,6	0,8	15,8
42,097	24,6	254,9	1,5	15,4
42,101	24,1	254,5	0,8	15,9
42,104	25,2	249,0	0,5	15,3
42,108	24,2	253,1	1,1	15,5
42,111	25,1	250,6	0,8	15,6
42,115	25,7	247,1	0,6	15,6
42,118	26,5	251,0	0,8	15,2
42,122	26,6	248,6	0,6	15,5
42,125	26,7	250,2	0,8	15,6
42,128	27,6	9999	1,1	15,4
42,132	27,8	9999	1,0	15,3
42,135	28,4	9999	0,8	14,3
42,139	28,2	9999	0,6	13,7
42,142	28,5	234,0	1,5	13,1
42,146	27,7	228,8	1,5	13,6
42,149	28,3	226,6	1,0	14,7
42,153	25,0	225,4	1,9	19,3
42,156	25,1	224,6	2,2	19,1
42,160	25,5	223,4	1,6	18,5
42,163	21,0	234,0	2,4	21,1
42,167	19,0	248,2	3,6	26,3
42,170	17,2	243,9	3,5	26,5
42,174	19,7	269,7	4,1	26,0
42,177	17,9	271,1	3,7	26,0
42,181	17,4	287,9	3,4	26,2
42,184	16,4	288,1	2,9	26,0
42,188	13,2	289,8	5,7	30,1
42,191	14,4	295,3	6,2	31,2
42,194	17,9	300,4	4,2	29,0
42,198	15,0	297,1	3,4	26,6
42,201	13,1	301,2	4,7	28,5
42,205	12,4	307,1	5,4	30,1
42,208	11,3	309,4	6,6	33,1
42,212	12,0	314,1	6,5	33,0
42,215	8,8	318,2	7,7	36,2
42,219	9,2	312,1	11,2	41,4
42,222	9,1	315,4	9,4	39,5
42,226	7,5	319,0	9,8	42,4
42,229	9,0	332,0	16,0	49,1
42,233	8,8	329,3	15,1	47,4
42,236	9,3	346,1	11,5	43,5
42,240	12,4	344,0	5,8	35,2
42,243	13,5	338,3	5,2	34,7
42,247	10,9	344,0	7,8	38,4
42,250	14,5	342,4	6,4	36,4
42,253	11,2	355,1	5,9	35,4
42,257	10,7	345,5	6,7	39,3
42,260	10,6	353,3	10,4	43,6
42,264	11,0	366,4	12,3	45,5
42,267	11,9	374,0	12,3	44,3
42,271	9,7	398,2	11,0	43,8
42,274	9,8	407,8	10,2	43,7
42,278	11,1	411,1	8,2	42,5
42,281	12,9	407,4	5,7	39,0
42,285	11,5	402,4	5,1	37,9
42,288	10,7	414,9	6,4	39,3
42,292	9,4	419,7	6,7	40,8
42,295	9,7	9999	10,7	47,6
42,299	9,6	9999	8,6	46,1
42,302	10,8	9999	7,1	43,8
42,306	9,6	9999	9,9	46,2
42,309	11,6	444,2	10,8	47,4
42,313	10,9	446,5	9,6	44,5
42,316	11,2	451,2	9,4	46,1
42,319	12,4	434,6	7,9	44,9
42,323	13,5	430,7	6,9	41,6
42,326	12,7	441,0	6,8	41,3
42,330	12,6	433,6	7,1	42,1
42,333	14,8	397,7	6,8	40,0
42,337	14,2	396,3	6,4	38,7
42,340	14,7	395,7	6,6	38,6
42,344	14,7	413,6	7,3	39,3
42,347	16,7	397,2	7,6	38,5
42,351	17,4	401,9	6,5	35,9
42,354	15,0	412,4	6,5	36,5
42,358	16,1	422,2	6,7	36,7
42,361	15,8	425,6	6,4	37,6
42,365	14,4	427,5	7,3	38,5
42,368	14,2	441,6	8,7	40,8
42,372	16,8	427,3	9,7	42,0
42,375	18,2	416,4	9,6	40,8
42,378	17,8	413,5	9,0	38,0
42,382	16,7	388,3	10,5	41,2
42,385	18,0	374,0	8,4	36,9
42,389	16,7	393,7	8,0	36,0
42,392	17,7	381,4	7,6	35,4
42,396	18,7	403,5	7,1	34,8
42,399	18,7	381,0	7,0	34,6
42,403	18,2	395,9	7,0	34,9
42,406	18,9	380,9	6,1	33,9
42,410	18,6	373,6	6,2	34,5
42,413	18,8	387,5	6,6	34,8
42,417	20,7	366,0	7,0	34,9
42,420	21,7	362,9	6,6	33,8
42,424	21,6	360,0	6,9	33,0
42,427	19,2	379,1	8,4	36,0
42,431	21,2	364,3	10,2	38,9
42,434	20,8	368,5	9,7	35,1
42,438	21,2	373,8	9,3	34,9
42,441	21,8	361,9	8,6	34,7
42,444	21,7	358,8	7,6	33,5
42,448	21,6	346,7	7,4	33,8
42,451	21,5	344,0	7,8	34,3
42,455	21,1	348,4	7,4	34,8
42,458	21,1	335,9	7,5	33,9
42,462	20,8	9999	8,1	34,8
42,465	21,6	9999	7,4	33,9
42,469	21,0	9999	7,3	33,9
42,472	22,9	9999	6,8	33,3
42,476	24,0	318,2	6,9	30,9
42,479	22,2	317,8	6,6	30,7
42,483	22,7	318,0	6,5	30,7
42,486	21,5	323,9	7,9	33,4
42,490	23,0	321,9	8,0	33,4
42,493	23,6	301,0	7,3	31,5
42,497	23,4	309,6	6,5	30,6
42,500	21,9	314,3	8,4	33,4
42,503	23,9	300,9	8,4	33,3
42,507	22,6	306,8	7,1	31,2
42,510	23,5	326,5	6,9	31,6
42,514	25,0	332,3	6,5	30,0
42,517	25,1	320,7	5,7	29,4
42,521	24,2	348,5	6,2	29,2
42,524	24,9	324,8	5,8	29,1
42,528	24,2	333,0	5,4	29,2
42,531	25,2	316,4	6,0	30,2
42,535	21,9	327,5	9,3	35,6
42,538	23,0	319,7	7,3	32,0
42,542	21,2	343,3	8,2	36,0
42,545	23,6	351,2	7,9	36,3
42,549	23,6	336,5	7,2	33,9
42,552	22,8	347,9	6,9	33,8
42,556	23,5	363,3	6,7	34,2
42,559	24,2	342,4	6,4	32,5
42,563	25,3	352,4	5,6	31,3
42,566	26,3	363,1	5,9	30,5
42,569	24,9	356,1	5,7	30,4
42,573	24,8	354,7	5,7	31,1
42,576	24,8	349,0	5,2	31,6
42,580	25,8	353,5	5,8	30,7
42,583	22,4	353,3	6,1	32,2
42,587	22,3	351,4	6,2	35,2
42,590	21,2	362,5	6,7	36,2
42,594	20,5	344,4	6,3	36,9
42,597	18,6	346,1	6,7	37,6
42,601	23,6	333,2	6,1	35,4
42,604	23,0	327,6	4,6	33,4
42,608	23,2	334,0	4,7	32,8
42,611	20,7	347,3	7,2	38,9
42,615	22,8	330,5	6,0	34,5
42,618	27,0	308,4	5,7	31,8
42,622	25,0	328,9	4,3	30,6
42,625	24,1	308,8	4,6	30,3
42,628	23,7	9999	4,1	30,3
42,632	19,0	9999	4,8	33,5
42,635	19,9	9999	5,9	35,5
42,639	20,5	9999	5,6	34,5
42,642	19,3	301,6	4,5	34,1
42,646	20,2	288,3	4,9	33,4
42,649	18,3	305,3	4,8	33,8
42,653	18,7	305,1	4,5	34,5
42,656	18,7	288,3	4,6	34,6
42,660	18,7	307,8	4,8	34,8
42,663	16,7	301,4	4,8	35,5
42,667	20,5	303,1	4,9	35,8
42,670	20,3	286,5	4,4	34,5
42,674	22,9	291,2	3,9	33,2
42,677	22,6	283,8	3,1	31,0
42,681	22,1	291,6	3,9	31,2
42,684	21,7	290,0	3,3	31,0
42,688	21,0	296,5	3,2	30,7
42,691	19,0	320,3	3,3	32,9
42,694	18,4	316,8	3,4	34,7
42,698	17,8	307,4	4,3	36,4
42,701	20,4	307,1	4,1	36,2
42,705	22,6	279,3	3,2	33,6
42,708	23,4	270,3	3,1	30,6
42,712	19,8	289,8	2,8	30,8
42,715	19,8	286,3	2,9	31,7
42,719	19,0	304,1	4,7	34,1
42,722	18,4	284,6	5,1	34,5
42,726	19,3	290,4	4,9	35,6
42,729	19,7	294,7	4,1	34,8
42,733	19,5	305,1	4,1	35,0
42,736	18,6	302,5	3,3	34,7
42,740	18,1	323,1	7,0	39,9
42,743	19,8	309,2	4,7	36,2
42,747	21,9	290,0	3,7	34,1
42,750	20,8	285,6	3,2	32,2
42,753	19,8	306,2	3,1	32,2
42,757	21,4	296,3	2,8	31,6
42,760	20,2	295,1	2,8	31,3
42,764	18,6	316,0	2,4	31,9
42,767	22,1	292,7	2,8	31,4
42,771	20,2	295,9	3,2	30,7
42,774	20,8	292,2	3,4	32,1
42,778	20,7	299,2	3,3	31,5
42,781	22,8	288,3	3,2	30,9
42,785	22,6	288,1	2,3	30,2
42,788	24,9	287,2	2,5	28,2
42,792	26,1	274,0	1,9	25,1
42,795	24,2	9999	1,6	24,2
42,799	25,5	9999	2,0	25,6
42,802	26,0	9999	1,9	24,0
42,806	24,4	9999	1,4	24,1
42,809	25,1	254,5	1,5	25,1
42,813	24,5	245,7	1,2	24,7
42,816	25,1	250,8	1,1	24,3
42,819	25,6	243,5	1,7	23,8
42,823	22,3	252,3	1,9	25,4
42,826	22,9	258,4	1,7	26,7
42,830	24,4	256,8	1,2	25,6
42,833	23,4	246,9	1,9	25,7
42,837	24,7	248,8	1,7	26,4
42,840	23,8	236,2	1,2	25,0
42,844	24,7	255,7	2,0	26,0
42,847	24,8	249,8	1,6	24,7
42,851	21,7	247,1	1,8	25,4
42,854	25,8	258,6	1,2	26,0
42,858	25,0	250,2	1,2	24,2
42,861	27,0	244,5	1,6	23,7
42,865	27,1	249,0	0,7	22,2
42,868	26,1	234,4	0,8	21,8
42,872	24,6	249,8	0,5	22,1
42,875	25,2	252,9	0,7	22,4
42,878	27,3	234,8	0,9	22,1
42,882	27,4	247,3	0,8	21,1
42,885	27,9	251,6	0,7	20,5
42,889	29,0	226,6	0,5	20,1
42,892	27,4	239,5	0,7	19,3
42,896	26,3	251,6	0,6	19,6
42,899	28,0	224,2	0,9	19,9
42,903	26,6	233,2	0,4	19,7
42,906	27,4	237,7	0,4	19,7
42,910	27,4	230,9	0,8	19,7
42,913	27,2	237,5	0,5	19,6
42,917	28,4	230,5	0,1	19,0
42,920	27,4	234,4	0,4	18,5
42,924	27,8	240,8	0,5	18,8
42,927	28,6	228,7	0,8	17,7
42,931	27,1	228,1	1,3	17,7
42,934	26,8	238,3	1,3	18,5
42,938	27,2	225,2	1,0	18,6
42,941	28,3	231,6	1,5	17,8
42,944	25,2	231,7	0,9	18,7
42,948	25,5	227,7	1,2	19,8
42,951	27,4	217,2	0,7	19,5
42,955	28,6	231,7	1,3	18,9
42,958	28,2	233,1	0,7	17,5
42,962	29,8	9999	0,9	16,9
42,965	27,8	9999	1,1	17,2
42,969	30,2	9999	0,7	16,2
42,972	28,4	201,2	1,2	15,8
42,976	27,3	225,2	0,9	15,8
42,979	27,9	236,9	1,1	16,9
42,983	28,1	235,0	0,6	16,9
42,986	27,9	237,4	0,6	17,3
42,990	30,1	233,0	1,1	15,8
42,993	29,2	226,4	0,8	15,3
42,997	29,4	234,0	0,5	14,9
43,000	29,4	238,3	0,5	14,8
43,003	29,6	229,3	0,8	14,9
43,007	29,5	234,2	0,7	14,8
43,010	29,0	236,9	0,7	14,9
43,014	29,5	227,5	0,9	14,5
43,017	28,9	222,1	0,4	15,0
43,021	30,1	237,3	0,3	14,1
43,024	29,9	234,9	0,7	14,0
43,028	30,4	221,3	0,6	13,4
43,031	29,4	238,5	0,9	13,9
43,035	28,5	240,6	0,5	14,1
43,038	29,1	231,8	0,0	14,2
43,042	27,0	244,9	0,2	14,6
43,045	29,4	233,6	0,2	14,2
43,049	26,7	238,1	0,7	14,7
43,052	27,1	249,4	0,3	15,2
43,056	28,2	233,2	0,9	15,0
43,059	27,8	248,2	0,4	14,8
43,063	27,2	233,6	1,4	14,2
43,066	26,1	245,7	0,4	14,9
43,069	25,7	239,8	0,7	15,7
43,073	25,7	235,8	0,1	15,0
43,076	25,0	246,1	0,2	15,7
43,080	25,2	236,0	1,1	16,0
43,083	22,9	231,5	0,9	16,9
43,087	24,7	237,5	1,4	17,3
43,090	24,6	251,6	0,2	17,0
43,094	24,6	246,5	0,7	16,7
43,097	23,7	240,4	0,6	16,4
43,101	25,6	245,1	0,3	16,1
43,104	24,9	255,5	0,9	15,9
43,108	24,3	244,3	0,9	15,8
43,111	23,1	240,2	0,4	16,1
43,115	25,1	250,2	0,6	16,5
43,118	24,9	248,0	0,9	16,7
43,122	24,8	237,7	0,7	16,5
43,125	22,5	246,5	1,3	19,5
43,128	24,7	9999	0,7	18,4
43,132	26,1	9999	1,1	17,0
43,135	26,3	9999	0,3	15,9
43,139	26,3	236,4	0,6	15,5
43,142	25,8	237,5	0,3	15,1
43,146	26,5	241,6	0,5	15,3
43,149	26,8	240,2	0,6	15,1
43,153	24,7	246,1	0,7	15,7
43,156	25,7	246,7	1,2	15,5
43,160	25,9	244,7	1,3	15,4
43,163	26,4	243,8	0,6	15,6
43,167	26,2	241,4	1,1	15,6
43,170	25,9	244,3	1,2	15,6
43,174	26,2	242,6	1,4	15,2
43,177	25,5	252,2	1,2	15,1
43,181	24,1	254,3	1,1	15,5
43,184	23,8	251,0	1,2	16,3
43,188	24,5	251,6	0,7	17,0
43,191	25,7	250,0	0,4	17,1
43,194	25,7	251,6	1,0	17,0
43,198	24,1	250,2	1,2	17,3
43,201	23,3	252,9	1,2	18,6
43,205	25,1	254,9	1,1	18,3
43,208	22,4	266,6	1,2	19,7
43,212	23,4	267,2	0,9	20,2
43,215	23,5	258,2	1,4	20,7
43,219	22,5	305,3	2,2	20,7
43,222	23,5	257,2	2,2	21,8
43,226	21,5	261,9	2,2	22,4
43,229	20,9	261,7	2,3	24,1
43,233	22,4	265,0	2,0	23,3
43,236	19,2	264,1	2,4	24,0
43,240	19,4	265,8	2,3	25,5
43,243	18,3	265,8	6,5	33,9
43,247	22,6	249,6	4,4	29,0
43,250	22,2	248,2	2,8	25,1
43,253	21,9	260,7	2,9	24,9
43,257	21,0	252,7	2,2	24,3
43,260	20,2	256,6	2,6	25,3
43,264	19,7	261,3	2,5	26,5
43,267	21,7	263,9	2,1	26,3
43,271	23,6	259,0	2,3	24,8
43,274	24,1	256,5	2,1	23,5
43,278	23,3	266,0	2,0	22,9
43,281	20,6	275,0	2,5	23,5
43,285	16,5	282,6	5,0	30,0
43,288	17,6	284,8	5,7	34,8
43,292	14,8	305,5	7,7	38,5
43,295	11,0	9999	7,8	39,6
43,299	13,0	9999	6,5	40,4
43,302	12,8	9999	9,9	43,2
43,306	14,5	9999	9,0	39,3
43,309	13,6	288,5	5,8	35,0
43,313	11,4	286,1	6,7	36,4
43,316	9,8	302,3	13,0	45,7
43,319	11,8	336,7	11,5	45,2
43,323	15,2	290,8	6,5	35,3
43,326	14,6	298,0	6,0	34,3
43,330	11,7	313,7	7,2	37,7
43,333	12,5	306,6	7,1	37,6
43,337	13,2	302,0	6,9	37,3
43,340	12,9	312,5	7,9	38,2
43,344	14,2	295,3	7,8	37,9
43,347	10,4	314,0	9,9	42,0
43,351	11,2	347,9	13,5	49,0
43,354	14,9	291,6	6,8	37,0
43,358	11,2	315,4	7,8	38,8
43,361	11,2	300,2	14,1	46,7
43,365	11,1	316,2	14,2	47,0
43,368	12,0	310,5	11,8	44,5
43,372	13,8	321,9	11,3	43,5
43,375	13,8	291,6	9,1	40,8
43,378	12,8	310,8	9999	9999
43,382	12,9	385,9	8,1	39,3
43,385	14,8	305,5	11,0	39,6
43,389	13,3	314,3	12,5	41,8
43,392	17,4	296,9	10,1	35,1
43,396	20,1	280,9	7,9	31,1
43,399	19,3	286,7	7,5	31,2
43,403	11,4	297,1	19,2	49,7
43,406	7,1	299,2	40,0	78,7
43,410	8,9	309,9	29,3	65,4
43,413	10,4	333,4	22,1	55,6
43,417	13,0	310,4	15,5	47,4
43,420	13,9	312,7	13,5	41,5
43,424	13,2	303,9	11,3	39,4
43,427	14,2	318,0	12,1	41,2
43,431	15,1	307,6	12,1	40,7
43,434	13,9	333,6	14,8	44,2
43,438	14,5	334,0	14,7	44,0
43,441	16,9	327,2	14,3	42,3
43,444	18,5	295,9	10,7	35,9
43,448	18,3	300,6	10,9	35,7
43,451	17,2	307,0	11,9	37,8
43,455	17,6	298,8	11,8	37,5
43,458	18,9	308,0	12,7	38,4
43,462	19,3	9999	12,3	36,1
43,465	18,5	9999	13,5	38,3
43,469	19,4	9999	13,9	38,6
43,472	18,9	9999	12,4	37,2
43,476	19,0	9999	8,5	26,3
43,479	18,6	9999	6,9	21,8
43,483	22,1	278,2	10,5	30,7
43,486	20,6	297,5	13,4	35,6
43,490	22,4	289,3	14,4	37,2
43,493	20,9	293,2	14,3	37,1
43,497	20,8	292,6	15,3	38,5
43,500	21,1	288,6	14,0	38,1
43,503	20,9	281,2	13,3	37,9
43,507	21,2	305,3	13,9	38,3
43,510	24,8	284,0	12,5	36,0
43,514	24,4	293,6	12,9	34,9
43,517	24,6	281,6	12,2	34,4
43,521	22,7	287,3	11,3	33,9
43,524	23,0	294,5	11,4	33,6
43,528	21,3	309,8	12,2	37,4
43,531	21,9	298,2	13,3	39,1
43,535	21,6	299,4	15,4	41,6
43,538	21,5	301,4	15,8	42,7
43,542	21,3	304,1	15,1	42,6
43,545	22,1	292,0	14,3	41,4
43,549	24,7	274,6	13,2	38,6
43,552	25,4	278,5	11,6	36,4
43,556	24,7	318,2	12,2	34,9
43,559	21,8	304,5	9999	9999
43,563	24,1	297,5	9999	9999
43,566	26,0	276,1	9999	9999
43,569	23,4	284,2	9999	9999
43,573	25,3	277,6	9999	9999
43,576	25,3	284,4	9999	9999
43,580	23,9	290,0	9999	9999
43,583	22,5	330,5	11,8	39,3
43,587	25,5	309,2	10,2	34,5
43,590	25,9	297,1	8,7	29,8
43,594	21,8	339,3	10,5	34,4
43,597	22,9	328,3	13,6	41,2
43,601	23,9	300,8	11,6	36,0
43,604	19,9	342,6	11,6	38,2
43,608	22,1	318,2	15,2	44,6
43,611	22,3	297,5	12,5	40,2
43,615	23,1	313,3	11,0	38,3
43,618	22,0	292,6	11,1	37,6
43,622	20,5	331,5	11,4	40,0
43,625	19,1	319,0	11,3	40,3
43,628	18,9	9999	11,8	42,2
43,632	22,9	9999	10,6	38,7
43,635	20,4	9999	11,7	41,1
43,639	25,6	291,0	10,4	36,3
43,642	21,1	313,9	9,4	36,1
43,646	22,7	339,8	12,1	41,5
43,649	22,8	325,2	6,6	32,5
43,653	21,3	338,3	8,4	37,9
43,656	24,1	326,2	8,3	37,3
43,660	23,0	331,8	8,0	36,4
43,663	20,6	335,8	8,4	38,0
43,667	19,2	352,7	9,7	42,1
43,670	22,0	344,2	8,3	39,9
43,674	23,8	332,8	6,8	36,6
43,677	21,7	323,8	6,1	33,9
43,681	21,4	338,9	6,2	34,3
43,684	20,4	344,2	6,6	36,6
43,688	19,1	336,7	6,4	37,5
43,691	17,4	351,4	6,4	37,7
43,694	16,1	365,8	6,1	39,0
43,698	16,2	356,4	6,3	39,6
43,701	16,8	341,4	5,6	39,6
43,705	17,4	317,8	4,8	39,1
43,708	15,6	324,2	4,8	39,1
43,712	15,1	341,8	6,0	40,1
43,715	14,4	323,9	5,7	39,8
43,719	12,3	354,3	5,3	41,6
43,722	12,1	342,4	6,1	44,0
43,726	10,2	350,8	6,1	45,2
43,729	7,4	368,2	10,6	55,0
43,733	8,3	369,8	12,0	56,3
43,736	9,1	390,6	6,4	49,5
43,740	8,0	381,0	6,4	50,9
43,743	8,5	376,7	7,7	52,7
43,747	9,2	365,2	6,0	50,6
43,750	7,1	372,7	6,2	50,1
43,753	6,9	381,0	6,2	50,5
43,757	6,8	382,0	6,0	50,9
43,760	5,2	397,3	6,9	53,2
43,764	4,7	421,9	11,0	58,7
43,767	4,0	436,8	14,0	62,2
43,771	6,2	399,4	11,7	59,2
43,774	4,6	391,2	9,4	56,4
43,778	5,9	383,6	9,2	56,3
43,781	5,2	397,1	9,4	56,0
43,785	4,6	397,7	11,4	59,7
43,788	4,3	406,8	17,3	65,7
43,792	4,5	400,4	13,3	61,9
43,795	5,0	9999	12,6	60,8
43,799	5,2	9999	10,6	57,9
43,802	4,2	9999	11,5	58,7
43,806	2,6	410,2	12,6	61,1
43,809	2,9	400,8	13,6	61,8
43,813	2,6	400,8	12,9	61,6
43,816	2,5	411,9	17,6	67,3
43,819	3,9	395,1	19,2	68,1
43,823	6,2	375,2	12,4	57,8
43,826	5,8	381,8	9,7	53,0
43,830	4,5	396,1	11,4	55,0
43,833	7,6	365,6	8,7	50,1
43,837	6,0	332,0	15,0	56,0
43,840	4,6	341,2	14,5	56,0
43,844	6,9	340,2	11,9	52,7
43,847	7,4	333,6	7,9	48,3
43,851	5,5	336,5	9,9	50,5
43,854	6,2	344,1	9,4	49,9
43,858	6,5	353,7	7,5	48,2
43,861	5,5	351,9	7,5	48,5
43,865	6,7	345,1	8,3	50,5
43,868	9,0	327,9	6,9	47,1
